Filename,Transcription,Translation
KOMAMBOGA-2025-03-27T121500-35.wav,Ndaba musaayi na musujja naye ndi bw'akutambye.,I see blood and fever but I am not sure.
KOMAMBOGA-2025-03-27T122900-39.wav,Omwana ye bamukonya accident ne kale kebuki bafuddeko bulungi.,Their baby was involved in an accident and they passed away peacefully.
KOMAMBOGA-2025-03-27T122400-38.wav,Ddagala singamba nti obankomewo bakye bampanikidde buwandiikiza eddagala nebangamba nga ndendegere.,"If I don't get the medicine back, people will write me a prescription and tell me to go."
KOMAMBOGA-2025-03-27T122400-37.wav,Nkeberebwa. Naye eddagala lyonna lyonna ba ng'ambye lyakugula ate era nga nnina ne doctor gwe ntuuseeko nandaga nti no test gye ba like mu government test y'ebadde neetaagisibwa okunzujako mu government tegibawa ate nandaga nti aginzujeko ate n'ansaba sente kati awo si kitegeera. Odda lwe liba lya government oba ate last year ono esi funa ddagala. Yeah.,I get checked. But all the drugs they say they will buy for you and I have a doctor I have contacted who told me no test like in the government test has been required to take me back to the government but they don't give it to me and I say they have bought it for me and they ask me for money now it doesn't make sense. Is it government or they have been receiving drugs for the last year. Yeah.
KOMAMBOGA-2025-03-27T123900-41.wav,Tetutu tebatuyisa eyo bubi. Era abasawo abaliyo batumala bulungi tebabaluyisa.,We are not being mistreated there. Nor are the health workers there mistreating us.
KOMAMBOGA-2025-03-27T123800-40.wav,N'endowooza omwaana nga mulwadde. Hmm. Era ne bamukolako bamuwadde eddagala. Hmm. Bamukozeeko bulungi tewali buzibu.,"I think the child is sick. Hmm. And they worked on them, they gave them medication. Hmm. They worked on them well, no problem."
KOMAMBOGA-2025-03-28T115300-49.wav,Nze nga nze bankozeeko bulungi kuba nnina mulwadde mwebadde ndi ensimbi naye bamu kkoko bulungi.,I personally have been treated very well because I have a patient that I have been financially assisting but some of them are recovering very well.
KOMAMBOGA-2025-03-28T120400-50.wav,Eeh eeh ssavisi nungi bintu bitambi bulungi bwankoziko bulungi oba bisina buzibu.,"Eeh, good services, good products if you use them well or have problems."
KOMAMBOGA-2025-03-28T125900-55.wav,Twaze wano ku makya twagala immunizations ssaawa bbiri ez’okumakya twadde tutuuse ssaawa zino musanvu tewali musawo yatuuse.,We came here in the morning to seek immunization at eight o'clock in the morning and by seven o'clock no doctor had arrived.
,,
,,
,,
,,
95,,
